workerid,trial_number,trial_type,filler,prime_type,prime_strength,trial_type,within_between,category,p1-correct,p1-response,p2-correct,p2-response,t-correct,t-response,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
22,29,"""primer""","""false""",four,weak,four,within,"""four_weak_four""",0,"""left""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,30,"""primer""","""false""",four,weak,four,within,"""four_weak_four""",1,"""right""",1,"""right""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,31,"""primer""","""false""",six,weak,some,between,"""six_weak_some""",0,"""left""",0,"""left""",0,"""left""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,32,"""primer""","""false""",four,weak,some,between,"""four_weak_some""",1,"""right""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,33,"""primer""","""false""",some,strong,some,within,"""some_strong_some""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,34,"""primer""","""false""",six,weak,four,between,"""six_weak_four""",0,"""left""",1,"""right""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,35,"""primer""","""false""",four,weak,six,between,"""four_weak_six""",0,"""left""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,36,"""primer""","""false""",six,strong,four,between,"""six_strong_four""",0,"""left""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,37,"""primer""","""true""",some,strong,some,within,"""some_strong_some""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,38,"""primer""","""false""",six,weak,some,between,"""six_weak_some""",1,"""right""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,39,"""primer""","""true""",some,strong,some,within,"""some_strong_some""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,40,"""primer""","""true""",six,strong,six,within,"""six_strong_six""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,41,"""primer""","""false""",six,strong,some,between,"""six_strong_some""",1,"""right""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,42,"""primer""","""false""",four,strong,four,within,"""four_strong_four""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,43,"""primer""","""false""",some,strong,some,within,"""some_strong_some""",0,"""left""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,44,"""primer""","""true""",four,strong,four,within,"""four_strong_four""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,45,"""primer""","""false""",four,strong,six,between,"""four_strong_six""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,46,"""primer""","""false""",six,weak,four,between,"""six_weak_four""",1,"""right""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,47,"""primer""","""false""",four,weak,some,between,"""four_weak_some""",1,"""right""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,48,"""primer""","""false""",four,strong,six,between,"""four_strong_six""",1,"""right""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,49,"""primer""","""true""",six,weak,six,within,"""six_weak_six""",0,"""left""",1,"""right""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,50,"""primer""","""false""",six,weak,six,within,"""six_weak_six""",1,"""right""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,51,"""primer""","""false""",some,weak,some,within,"""some_weak_some""",1,"""right""",1,"""right""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,52,"""primer""","""true""",some,weak,some,within,"""some_weak_some""",1,"""right""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
22,53,"""primer""","""false""",some,strong,four,between,"""some_strong_four""",0,"""left""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""30""","""No""","""""","""Yes""","""$2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3ZGVPD4G6U22HNF7R93D3ANJF3LZTE""",22,"""Submitted""","""Tue Jun 05 01:47:23 PDT 2018""","""Mon Jun 04 08:41:54 PDT 2018""","""Mon Jun 04 09:07:23 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""6.862116666666667"""
